ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,284.68,-0.5,260.0,2.42,1.104,140699.0,571148.0,-91.194,-86.937,-0.5,0.008,-0.00015966871142857427,-0.0006178906472083656,0.24634420500465729,0.506,0.893,0.567,5.09,0.215,23.652,1.643,1.011,1.626,1.96,0.802,2.442
230428,284.68,-0.5,290.0,12.98,1.965,18962.0,109649.0,-1.847,3.063,0.031,0.004,-1.684587725351533e-05,0.0001615378453633212,0.17293363368566972,0.762,0.799,0.954,4.49,1.759,2.554,0.214,0.59,0.363,0.711,0.593,1.199
230505,284.68,-0.5,280.0,8.209,0.789,4487.0,33892.0,-1.732,0.0,-0.016,0.002,-5.111544172020685e-05,1.5600624024961e-08,0.13239112474920336,0.513,0.671,0.764,2.65,1.064,2.493,1.833,1.216,1.508,2.167,0.622,3.482
230512,284.68,-0.5,290.0,6.915,2.089,4874.0,15947.0,-1.248,0.0,0.016,0.002,-7.826139051428171e-05,1.2310217480508824e-08,0.3056374239668903,1.303,1.198,1.087,4.43,2.437,1.816,0.197,0.247,0.798,5.58,4.89,1.141
230519,284.68,-0.5,265.0,1.547,1.232,51583.0,252023.0,3.312,10.305,-0.062,0.001,1.3140811947184334e-05,0.00019977582272120146,0.20467576371997795,0.68,0.808,0.841,2.51,0.339,7.405,43.182,1.319,32.734,0.636,0.475,1.338
230526,284.68,-0.5,280.0,9.313,0.404,701.0,11493.0,-0.374,0.0,-0.016,0.001,-3.2543260877545006e-05,4.27960057061341e-08,0.060993648307665536,0.495,0.228,2.171,1.3,0.811,1.598,0.207,1.144,0.181,2.85,0.799,3.566
230602,284.68,-0.5,275.0,2.071,0.464,149.0,718.0,-0.062,0.0,-0.031,0.001,-8.568638198555014e-05,0.0,0.2075208913649025,0.809,0.841,0.962,1.43,0.987,1.448,6.0,3.278,1.831,13.5,0.587,22.986
230616,284.68,-0.5,250.0,1.604,0.432,123511.0,513216.0,-28.952,-27.211,-0.062,0.001,-5.641312678684719e-05,-0.00022031208355246046,0.24066085235066717,0.858,0.856,1.002,6.18,0.191,32.367,13.769,0.985,13.972,0.924,0.749,1.233
230721,284.68,-0.5,275.0,0.503,2.111,30222.0,167252.0,1.897,5.489,-0.016,0.001,1.1339368960916315e-05,0.0001816362135933028,0.1806973907636381,0.708,1.046,0.677,2.38,0.157,15.142,7.091,2.079,3.411,4.494,0.781,5.755
230818,284.68,-0.5,250.0,0.305,0.676,18652.0,71769.0,3.156,6.436,-0.062,0.001,4.397330040906387e-05,0.0003450740098554434,0.25988936727556466,0.385,0.921,0.419,0.39,0.276,1.416,12.8,1.066,12.011,5.619,1.461,3.846
230915,284.68,-0.5,260.0,0.098,0.178,56780.0,251031.0,-8.724,-5.943,-0.031,0.0,-3.475208514135554e-05,-0.00010466760785464628,0.2261872039708243,0.598,0.672,0.89,0.52,0.075,6.976,19.0,1.383,13.734,0.412,0.388,1.06
231020,284.68,-0.5,275.0,0.643,2.878,7665.0,42348.0,-0.099,0.822,-0.016,0.0,-2.3492563949762196e-06,0.00010723042336182116,0.18100028336639273,1.653,1.411,1.171,1.42,1.056,1.345,8.5,0.355,23.928,12.0,0.698,17.198
231117,284.68,-0.5,280.0,3.095,0.727,1776.0,18238.0,0.872,1.398,-0.004,0.0,4.7792211315691724e-05,0.0007874406250962268,0.09737909858537121,0.855,0.899,0.951,1.94,1.226,1.583,168.0,4.338,38.726,0.018,0.811,0.022
240119,284.68,-0.5,250.0,0.444,2.307,82165.0,441992.0,-6.843,-6.078,-0.031,0.0,-1.5481823963994585e-05,-7.397010004394917e-05,0.1858970298104943,0.914,1.002,0.912,1.55,0.262,5.925,26.25,1.99,13.189,1.174,1.046,1.123
240315,284.68,-0.5,270.0,4.16,3.062,845.0,4150.0,-0.015,0.0,-0.016,0.0,-3.7061941123870212e-06,1.183431952662725e-08,0.2036144578313253,0.364,1.095,0.333,0.94,1.761,0.535,0.667,0.182,3.667,0.167,1.229,0.136
240621,284.68,-0.5,250.0,0.2,1.232,30813.0,155772.0,-4.593,-3.624,-0.031,0.0,-2.9483750407018583e-05,-0.00011762069886365148,0.19780833525922503,2.658,1.014,2.622,2.49,0.216,11.544,2.0,1.493,1.339,0.333,0.339,0.984
241220,284.68,-0.5,255.0,0.015,0.389,3240.0,20772.0,1.746,2.356,-0.016,0.0,8.407749638813616e-05,0.0007270470750125838,0.1559792027729636,2.307,1.608,1.435,0.22,0.245,0.903,1.0,3.095,0.323,2.0,0.704,2.84
250117,284.68,-0.5,250.0,0.161,0.432,33003.0,138486.0,1.239,2.567,-0.016,0.0,8.944337996157285e-06,7.776908681944811e-05,0.238312898054677,5.352,1.438,3.723,4.29,0.289,14.831,0.533,1.337,0.399,0.125,0.548,0.228
250620,284.68,-0.5,170.0,0.298,0.117,7154.0,20292.0,0.267,1.768,-0.062,0.0,1.315617503251358e-05,0.0002470742098685913,0.35255273013995664,2.679,0.631,4.244,3.78,0.133,28.45,0.111,0.691,0.161,0.5,0.181,2.769
251219,284.68,-0.5,200.0,0.536,0.487,3532.0,10241.0,-0.18,0.71,-0.031,0.0,-1.7582967389597243e-05,0.0002011366892778994,0.34488819451225466,1.253,1.176,1.066,1.52,0.518,2.944,1.0,0.922,1.085,0.474,3.344,0.142
